Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3;;;;;;
;;;;;;
;STP 25000TL-30 168;STP 25000TL-30 168;STP 25000TL-30 276;STP 25000TL-30 276;STP 25000TL-30 848;STP 25000TL-30 848
;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30
;1900744168;1900744168;1900755276;1900755276;1900744848;1900744848
;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário
;Counter;Analog;Counter;Analog;Counter;Analog
dd/MM/yyyy;kWh;kWh;kWh;kWh;kWh;kWh
01/07/2017;38982,049;89,38;39075,901;88,593;39322,404;30,216
02/07/2017;39056,868;74,819;39149,014;73,113;39441,256;118,852
03/07/2017;39056,869;0,001;39149,015;0,001;39532,181;90,925
04/07/2017;39128,023;71,154;39220,431;71,416;39609,081;76,9
05/07/2017;39186,199;58,176;39278,725;58,294;39609,086;0,005
06/07/2017;39304,061;117,862;39396,91;118,185;39680,882;71,796
07/07/2017;39380,561;76,5;39472,953;76,043;39739,457;58,575
08/07/2017;39468,383;87,822;39560,903;87,95;39858,896;119,439
09/07/2017;39529,227;60,844;39621,838;60,935;39936,079;77,183
10/07/2017;39646,45;117,223;39739,881;118,043;40024,514;88,435
11/07/2017;39783,446;136,996;39876,484;136,603;40085,758;61,244
12/07/2017;39919,997;136,551;40012,336;135,852;40203,989;118,231
13/07/2017;40031,767;111,77;40124,038;111,702;40343,241;139,252
14/07/2017;40162,874;131,107;40253,413;129,375;40482,298;139,057
15/07/2017;40283,663;120,789;40371,734;118,321;40595,539;113,241
16/07/2017;40379,492;95,829;40468,158;96,424;40728,366;132,827
17/07/2017;40458,628;79,136;40547,403;79,245;40851,109;122,743
18/07/2017;40555,943;97,315;40645,062;97,659;40948,161;97,052
19/07/2017;40657,142;101,199;40746,277;101,215;41028,022;79,861
20/07/2017;40783,627;126,485;40872,724;126,447;41126,293;98,271
21/07/2017;40907,967;124,34;40995,804;123,08;41228,739;102,446
22/07/2017;41065,521;157,554;41150,44;154,636;41356,843;128,104
23/07/2017;41176,37;110,849;41258,283;107,843;41482,315;125,472
24/07/2017;41307,436;131,066;41386,157;127,874;41642,511;160,196
25/07/2017;41409,489;102,053;41488,754;102,597;41754,358;111,847
26/07/2017;41445,917;36,428;41525,207;36,453;41888,106;133,748
27/07/2017;41549,8;103,883;41626,683;101,476;41991,343;103,237
28/07/2017;41659,661;109,861;41738,043;111,36;42027,96;36,617
29/07/2017;41753,775;94,114;41832,147;94,104;42133,016;105,056
30/07/2017;41856,642;102,867;41934,136;101,989;42244,236;111,22
31/07/2017;41996,521;139,879;42074,666;140,53;42339,242;95,006
